month,region,????,?????,????,???????,????,?????,????,???????,????
2022?4?,??,"5,765,757",4.1,"528,358,337",-10.3,"2,979,867",16.8,"268,676,460",7.6,"2,785,890"
2022?5?,??,"7,383,152",7.9,"668,758,885",-7.6,"3,810,165",17.8,"340,559,436",4.9,"3,572,987"
2022?6?,??,"8,882,851",8.0,"794,074,397",-9.1,"4,615,636",18.6,"411,138,162",-1.7,"4,267,215"
2022?7?,??,"10,621,128",9.9,"930,575,363",-9.0,"5,516,175",20.8,"492,678,752",-0.9,"5,104,953"
2022?8?,??,"12,175,198",11.5,"1,037,062,819",-9.6,"6,499,263",23.2,"549,076,491",-1.5,"5,675,935"
2022?9?,??,"13,586,418",11.6,"1,147,291,614",-10.0,"7,478,365",25.5,"601,738,715",-2.1,"6,108,053"
2022?10?,??,"15,038,427",11.1,"1,259,801,778",-10.8,"8,232,585",24.2,"644,890,303",-3.7,"6,805,842"
2022?11?,??,"16,584,592",10.6,"1,370,181,122",-11.8,"8,933,459",21.8,"694,992,976",-4.5,"7,651,133"
2022?12?,??,"17,946,054",8.1,"1,478,765,871",-12.8,"9,714,389",20.7,"749,847,471",-7.0,"8,231,665"
2021?,??,"16,602,861",20.6,"1,695,936,100",12.9,"8,049,756",24.6,"806,386,455",10.6,"8,553,105"
2021?1?,??,"1,250,178",19.2,"133,358,816",16.5,"560,258",17.2,"66,143,783",47.8,"689,920"
2021?2?,??,"2,550,147",26.1,"267,741,758",14.7,"1,139,534",24.0,"112,137,439",26.2,"1,410,613"
2021?3?,??,"4,028,993",21.0,"427,064,347",15.8,"1,876,764",32.3,"185,506,766",19.7,"2,152,229"
2021?4?,??,"5,536,763",30.7,"589,207,039",28.7,"2,550,699",36.0,"249,756,014",10.2,"2,986,064"
2021?5?,??,"6,841,706",37.3,"723,390,151",34.5,"3,233,513",35.5,"324,608,760",12.2,"3,608,193"
2021?6?,??,"8,221,188",35.8,"873,651,304",32.7,"3,890,591",35.0,"418,144,111",16.3,"4,330,597"
2021?7?,??,"9,664,821",31.1,"1,022,088,358",26.8,"4,565,439",32.3,"496,917,570",16.9,"5,099,382"
2021?8?,??,"10,914,582",27.9,"1,147,757,072",24.0,"5,274,470",32.5,"557,311,381",17.6,"5,640,112"
2021?9?,??,"12,172,732",22.3,"1,274,538,899",17.7,"5,959,010",30.2,"614,866,954",15.7,"6,213,722"
2021?10?,??,"13,537,492",20.0,"1,411,772,248",15.0,"6,630,477",27.7,"669,696,468",12.1,"6,907,015"
2021?11?,??,"14,994,028",19.5,"1,553,943,424",13.6,"7,335,064",25.6,"727,972,086",10.7,"7,658,964"
2021?12?,??,"16,602,861",20.6,"1,695,936,100",12.9,"8,049,756",24.6,"806,386,455",10.6,"8,553,105"
2020?,??,"13,771,792",2.7,"1,502,320,106",-5.9,"6,462,589",9.6,"729,117,237",14.4,"7,309,203"
2020?1?,??,"1,049,003",-11.5,"114,491,013",-20.6,"477,903",-6.7,"44,741,941",0.9,"571,100"
2020?2?,??,"2,023,041",-7.7,"233,502,424",-11.0,"918,957",-0.2,"88,864,629",-5.3,"1,104,084"
2020?3?,??,"3,329,523",-1.2,"368,874,644",-7.4,"1,418,157",0.6,"154,951,065",9.6,"1,911,366"
2020?4?,??,"4,236,767",-7.2,"457,971,596",-16.0,"1,875,300",-3.3,"226,683,279",14.7,"2,361,467"
2020?5?,??,"4,983,096",-14.0,"537,688,113",-22.7,"2,386,448",-2.7,"289,204,037",13.0,"2,596,648"
2020?6?,??,"6,052,582",-12.4,"658,380,666",-20.8,"2,882,627",-3.2,"359,687,460",14.5,"3,169,955"
2020?7?,??,"7,372,021",-9.1,"805,767,532",-17.4,"3,451,915",-1.6,"425,078,743",13.9,"3,920,106"
2020?8?,??,"8,530,908",-6.2,"925,481,266",-15.5,"3,980,283",-0.9,"473,753,502",10.6,"4,550,625"
2020?9?,??,"9,951,938",-1.9,"1,082,887,229",-11.4,"4,577,336",1.9,"531,367,615",13.0,"5,374,602"
2020?10?,??,"11,278,210",-0.1,"1,227,641,070",-9.3,"5,192,154",5.4,"597,208,309",13.7,"6,086,056"
2020?11?,??,"12,544,252",1.5,"1,368,421,987",-7.4,"5,840,573",8.9,"657,562,490",14.1,"6,703,679"
2020?12?,??,"13,771,792",2.7,"1,502,320,106",-5.9,"6,462,589",9.6,"729,117,237",14.4,"7,309,203"
2019?,??,"13,414,657",-8.5,"1,597,296,188",-4.8,"5,898,874",-6.1,"637,428,006",-4.2,"7,515,783"
2019?1?,??,"1,185,627",-6.1,"144,234,206",7.9,"512,064",-4.3,"44,342,638",-30.3,"673,563"
2019?2?,??,"2,192,137",-3.7,"262,255,934",8.9,"921,197",-7.0,"93,821,716",-16.0,"1,270,940"
2019?3?,??,"3,368,646",-4.0,"398,483,041",6.5,"1,409,062",-6.7,"141,369,703",-20.0,"1,959,584"
2019?4?,??,"4,564,973",-3.1,"545,524,465",6.7,"1,940,035",-3.6,"197,580,584",-16.5,"2,624,938"
2019?5?,??,"5,797,643",-3.3,"695,726,712",5.1,"2,453,312",-3.9,"255,921,910",-14.8,"3,344,331"
2019?6?,??,"6,907,843",-3.7,"831,221,366",2.8,"2,977,097",-3.9,"314,264,869",-11.9,"3,930,746"
2019?7?,??,"8,105,692",-4.3,"975,732,900",0.4,"3,508,070",-4.6,"373,237,909",-9.9,"4,597,622"
2019?8?,??,"9,099,174",-5.3,"1,095,693,414",-0.8,"4,016,408",-5.0,"428,252,812",-9.3,"5,082,766"
2019?9?,??,"10,148,916",-5.6,"1,221,643,332",-0.7,"4,490,894",-4.8,"470,047,372",-7.6,"5,658,022"
2019?10?,??,"11,288,408",-6.9,"1,353,932,744",-2.2,"4,925,304",-7.0,"525,400,756",-5.7,"6,363,104"
2019?11?,??,"12,360,341",-8.0,"1,478,092,471",-3.7,"5,364,321",-7.5,"576,180,150",-6.2,"6,996,020"
2019?12?,??,"13,414,657",-8.5,"1,597,296,188",-4.8,"5,898,874",-6.1,"637,428,006",-4.2,"7,515,783"
2018?,??,"14,664,309",-1.9,"1,677,528,574",-2.2,"6,279,790",-1.7,"665,716,296",-4.7,"8,384,519"
2018?1?,??,"1,262,761",19.8,"133,722,704",8.5,"535,039",25.2,"63,635,528",18.4,"727,722"
2018?2?,??,"2,275,303",0.8,"240,746,179",-8.8,"990,781",17.2,"111,634,884",-3.8,"1,284,522"
2018?3?,??,"3,508,595",-3.3,"374,166,153",-11.4,"1,509,972",14.2,"176,682,200",-5.6,"1,998,623"
2018?4?,??,"4,712,120",-4.5,"511,227,448",-10.2,"2,011,662",14.0,"236,637,017",-4.6,"2,700,458"
2018?5?,??,"5,993,760",-2.2,"661,695,579",-7.4,"2,551,655",12.6,"300,264,859",-1.5,"3,442,105"
2018?6?,??,"7,173,174",-1.4,"808,785,418",-5.6,"3,098,659",10.8,"356,577,632",-2.1,"4,074,515"
2018?7?,??,"8,473,706",-1.4,"971,927,162",-3.4,"3,677,095",7.9,"414,282,124",-1.5,"4,796,611"
2018?8?,??,"9,610,836",-2.6,"1,104,026,956",-4.2,"4,229,983",4.9,"472,186,750",-1.2,"5,380,853"
2018?9?,??,"10,756,293",-4.7,"1,230,420,640",-6.2,"4,717,605",1.4,"508,492,569",-6.3,"6,038,688"
2018?10?,??,"12,119,525",-2.2,"1,383,788,858",-3.4,"5,297,832",0.4,"557,285,020",-5.9,"6,821,693"
2018?11?,??,"13,438,596",-2.4,"1,534,323,374",-3.4,"5,796,229",-0.7,"614,484,213",-5.8,"7,642,367"
2018?12?,??,"14,664,309",-1.9,"1,677,528,574",-2.2,"6,279,790",-1.7,"665,716,296",-4.7,"8,384,519"
2017?,??,"14,951,085",1.7,"1,715,671,018",1.2,"6,388,454",13.5,"698,423,165",-9.1,"8,562,631"
2017?1?,??,"1,054,362",3.2,"123,235,394",8.3,"427,383",1.4,"53,750,051",-16.2,"626,979"
2017?2?,??,"2,258,191",8.1,"264,106,543",10.9,"845,558",-6.6,"116,070,701",-6.8,"1,412,633"
2017?3?,??,"3,626,556",3.7,"422,174,530",6.7,"1,321,718",-2.2,"187,090,691",-4.7,"2,304,838"
2017?4?,??,"4,933,420",4.9,"569,277,156",7.1,"1,764,577",0.0,"248,173,739",-6.3,"3,168,843"
2017?5?,??,"6,128,504",2.6,"714,866,777",5.0,"2,266,943",0.8,"304,763,657",-6.5,"3,861,561"
2017?6?,??,"7,275,854",-0.8,"856,700,332",3.0,"2,795,759",0.7,"364,176,879",-6.9,"4,480,095"
2017?7?,??,"8,594,936",-0.3,"1,005,934,851",2.9,"3,407,655",3.9,"420,718,330",-7.7,"5,187,281"
2017?8?,??,"9,870,903",2.0,"1,152,534,497",4.9,"4,034,221",6.4,"477,875,335",-9.4,"5,836,682"
2017?9?,??,"11,285,687",4.4,"1,311,546,276",6.4,"4,652,066",9.5,"542,740,745",-7.3,"6,633,621"
2017?10?,??,"12,395,347",3.7,"1,433,046,673",4.2,"5,276,522",11.4,"591,962,499",-8.1,"7,118,825"
2017?11?,??,"13,768,283",3.6,"1,588,627,170",3.5,"5,838,502",12.9,"652,552,546",-7.7,"7,929,781"
2017?12?,??,"14,951,085",1.7,"1,715,671,018",1.2,"6,388,454",13.5,"698,423,165",-9.1,"8,562,631"
2016?,??,"14,698,655",-4.0,"1,695,809,083",-3.6,"5,628,330",1.4,"768,745,446",29.2,"9,070,325"
2016?1?,??,"1,021,530",-22.3,"113,800,287",-24.1,"421,527",-21.4,"64,164,409",80.5,"600,003"
2016?2?,??,"2,088,035",-13.2,"238,167,276",-14.3,"905,136",-7.4,"124,532,552",66.9,"1,182,899"
2016?3?,??,"3,498,011",-8.5,"395,767,938",-9.7,"1,351,317",-3.1,"196,418,618",80.4,"2,146,694"
2016?4?,??,"4,705,172",-10.3,"531,499,933",-12.9,"1,764,262",-9.3,"264,758,839",62.6,"2,940,910"
2016?5?,??,"5,973,485",-9.1,"680,675,940",-10.0,"2,248,024",-6.2,"325,828,891",56.6,"3,725,461"
2016?6?,??,"7,333,889",-8.2,"832,072,213",-9.2,"2,775,180",-2.1,"391,012,320",54.0,"4,558,709"
2016?7?,??,"8,616,772",-7.4,"977,435,747",-9.3,"3,280,014",-2.0,"455,940,213",53.5,"5,336,758"
2016?8?,??,"9,678,832",-7.5,"1,098,559,171",-8.5,"3,790,070",0.0,"527,446,454",52.5,"5,888,762"
2016?9?,??,"10,809,407",-7.7,"1,233,192,767",-7.3,"4,248,943",1.1,"585,284,556",42.3,"6,560,464"
2016?10?,??,"11,954,696",-7.2,"1,375,776,861",-6.3,"4,735,786",0.2,"644,339,516",36.3,"7,218,910"
2016?11?,??,"13,290,900",-5.4,"1,535,044,079",-4.7,"5,172,497",0.8,"706,821,995",33.4,"8,118,403"
2016?12?,??,"14,698,655",-4.0,"1,695,809,083",-3.6,"5,628,330",1.4,"768,745,446",29.2,"9,070,325"
2015?,??,"15,304,600",-5.9,"1,758,908,700",-8.1,"5,551,980",7.4,"595,187,177",13.1,"9,752,620"
2015?1?,??,"1,314,089",3.0,"149,931,625",-1.4,"536,425",38.0,"35,538,450",-27.3,"777,664"
2015?2?,??,"2,406,211",-0.9,"277,971,308",-5.9,"977,174",37.7,"74,623,752",-13.5,"1,429,037"
2015?3?,??,"3,821,785",0.5,"438,055,853",-3.9,"1,395,011",32.9,"108,899,049",-16.7,"2,426,774"
2015?4?,??,"5,246,785",-0.5,"610,533,313",-3.7,"1,945,183",32.1,"162,818,616",-7.9,"3,301,602"
2015?5?,??,"6,570,179",-0.9,"756,174,313",-5.9,"2,397,327",28.9,"208,089,263",-7.5,"4,172,852"
2015?6?,??,"7,987,808",0.6,"916,137,625",-5.5,"2,834,908",24.9,"253,893,265",-7.2,"5,152,900"
2015?7?,??,"9,303,887",-0.8,"1,077,838,094",-5.7,"3,346,042",21.0,"296,960,824",-9.4,"5,957,845"
2015?8?,??,"10,463,229",-1.4,"1,200,219,595",-6.4,"3,789,141",16.2,"345,788,734",-5.1,"6,674,088"
2015?9?,??,"11,712,977",-1.5,"1,330,859,151",-6.7,"4,203,956",13.2,"411,446,988",2.4,"7,509,021"
2015?10?,??,"12,881,438",-2.9,"1,467,594,605",-7.4,"4,725,402",11.7,"472,887,052",6.6,"8,156,036"
2015?11?,??,"14,047,866",-4.5,"1,610,211,168",-7.7,"5,133,460",9.5,"529,867,009",8.5,"8,914,406"
2015?12?,??,"15,304,600",-5.9,"1,758,908,700",-8.1,"5,551,980",7.4,"595,187,177",13.1,"9,752,620"
2014?,??,"16,258,384",2.5,"1,913,497,156",7.5,"5,167,491",5.1,"526,275,300",1.0,"11,090,893"
2014?1?,??,"1,275,815",-4.1,"152,049,567",7.0,"388,745",-6.8,"48,872,806",9.2,"887,070"
2014?2?,??,"2,429,267",-1.3,"295,282,208",10.2,"709,781",-2.3,"86,244,090",9.1,"1,719,486"
2014?3?,??,"3,802,831",-1.1,"455,661,902",9.2,"1,049,822",-7.1,"130,782,721",4.8,"2,753,009"
2014?4?,??,"5,274,810",0.8,"634,006,648",11.2,"1,472,266",-4.9,"176,731,312",2.2,"3,802,544"
2014?5?,??,"6,626,598",0.1,"803,503,275",11.5,"1,859,465",-6.3,"224,925,512",3.8,"4,767,133"
2014?6?,??,"7,943,941",0.6,"969,638,255",12.1,"2,269,482",-5.4,"273,649,259",0.3,"5,674,459"
2014?7?,??,"9,383,253",2.3,"1,142,417,767",11.7,"2,765,932",-3.7,"327,951,816",2.6,"6,617,321"
2014?8?,??,"10,611,152",2.2,"1,282,594,404",10.5,"3,261,956",0.0,"364,519,676",2.4,"7,349,196"
2014?9?,??,"11,896,780",3.0,"1,426,792,485",10.7,"3,714,437",0.4,"401,840,669",-1.3,"8,182,343"
2014?10?,??,"13,262,264",1.8,"1,585,621,632",8.8,"4,230,120",1.5,"443,803,384",-1.0,"9,032,144"
2014?11?,??,"14,711,287",1.6,"1,743,900,799",7.5,"4,688,456",3.2,"488,162,064",0.6,"10,022,831"
2014?12?,??,"16,258,384",2.5,"1,913,497,156",7.5,"5,167,491",5.1,"526,275,300",1.0,"11,090,893"
2013?,??,"15,867,619",12.3,"1,779,224,111",-2.5,"4,915,474",3.7,"521,047,663",-6.2,"10,952,145"
2013?1?,??,"1,330,944",20.4,"142,036,267",-2.6,"417,112",21.3,"44,769,115",7.0,"913,832"
2013?2?,??,"2,461,078",8.8,"267,868,385",-10.6,"726,592",5.8,"79,058,215",-8.0,"1,734,486"
2013?3?,??,"3,843,705",12.0,"417,191,099",-8.6,"1,130,650",3.9,"124,840,953",-4.5,"2,713,055"
2013?4?,??,"5,230,893",13.9,"569,908,615",-7.9,"1,547,660",4.2,"172,845,910",-5.6,"3,683,233"
2013?5?,??,"6,620,053",14.1,"720,690,386",-8.7,"1,984,854",5.1,"216,637,137",-12.0,"4,635,199"
2013?6?,??,"7,895,572",13.0,"865,099,849",-9.2,"2,398,145",4.5,"272,699,400",-5.7,"5,497,427"
2013?7?,??,"9,173,154",13.1,"1,023,004,909",-7.8,"2,872,231",4.9,"319,667,877",-5.1,"6,300,923"
2013?8?,??,"10,383,230",13.6,"1,160,294,540",-7.0,"3,261,572",4.3,"356,022,402",-6.0,"7,121,658"
2013?9?,??,"11,549,484",11.0,"1,289,003,680",-7.8,"3,698,164",4.9,"407,205,208",-3.6,"7,851,320"
2013?10?,??,"13,033,882",12.8,"1,457,985,462",-4.8,"4,168,793",5.6,"448,164,273",-3.6,"8,865,089"
2013?11?,??,"14,477,715",12.0,"1,622,042,327",-4.5,"4,545,106",4.8,"485,009,786",-4.9,"9,932,609"
2013?12?,??,"15,867,619",12.3,"1,779,224,111",-2.5,"4,915,474",3.7,"521,047,663",-6.2,"10,952,145"
2012?,??,"14,132,909",5.9,"1,825,662,051",6.2,"4,740,051",-9.3,"555,400,455",-4.5,"9,392,858"
2012?1?,??,"1,105,591",0.3,"145,881,946",-5.5,"343,859",-20.6,"41,836,466",-16.0,"761,732"
2012?2?,??,"2,261,536",11.3,"299,725,476",8.8,"686,971",-14.7,"85,888,006",-1.7,"1,574,565"
2012?3?,??,"3,430,613",6.1,"456,470,496",6.3,"1,088,103",-15.3,"130,778,057",-6.3,"2,342,510"
2012?4?,??,"4,592,930",6.2,"618,748,046",7.9,"1,484,572",-16.6,"183,153,821",-2.3,"3,108,358"
2012?5?,??,"5,801,029",6.6,"789,417,497",9.1,"1,888,450",-15.4,"246,134,852",-2.1,"3,912,579"
2012?6?,??,"6,985,252",6.1,"952,346,006",8.5,"2,295,772",-15.6,"289,147,749",-2.5,"4,689,480"
2012?7?,??,"8,113,514",5.3,"1,109,376,073",8.6,"2,738,115",-14.5,"336,979,988",-1.2,"5,375,399"
2012?8?,??,"9,141,193",4.2,"1,248,219,328",7.6,"3,126,323",-13.8,"378,571,692",-4.9,"6,014,870"
2012?9?,??,"10,403,092",4.6,"1,397,476,352",6.9,"3,525,802",-12.5,"422,543,000",-4.1,"6,877,290"
2012?10?,??,"11,554,816",4.7,"1,532,290,084",6.5,"3,949,069",-11.8,"464,999,431",-3.7,"7,605,747"
2012?11?,??,"12,929,880",6.0,"1,698,034,206",7.3,"4,336,483",-11.2,"510,236,347",-4.6,"8,593,397"
2012?12?,??,"14,132,909",5.9,"1,825,662,051",6.2,"4,740,051",-9.3,"555,400,455",-4.5,"9,392,858"
2011?,??,"13,339,695",15.2,"1,719,185,823",4.0,"5,223,219",-5.9,"581,569,293",0.4,"8,116,476"
2011?1?,??,"1,102,175",37.8,"154,379,544",29.6,"432,904",16.4,"49,780,219",12.6,"669,271"
2011?2?,??,"2,032,460",40.2,"275,518,848",24.5,"805,564",15.5,"87,413,788",8.2,"1,226,896"
2011?3?,??,"3,233,275",39.0,"429,601,118",20.9,"1,285,005",12.4,"139,509,599",11.3,"1,948,270"
2011?4?,??,"4,323,356",33.0,"573,184,435",16.3,"1,779,841",12.7,"187,560,579",4.3,"2,543,515"
2011?5?,??,"5,444,182",30.1,"723,702,488",14.4,"2,233,343",12.5,"251,412,089",7.3,"3,210,839"
2011?6?,??,"6,582,582",26.7,"877,452,997",12.0,"2,719,009",7.8,"296,451,878",3.0,"3,863,573"
2011?7?,??,"7,704,362",22.7,"1,021,591,469",8.9,"3,201,946",0.3,"340,942,272",-2.3,"4,502,416"
2011?8?,??,"8,774,916",22.2,"1,160,017,508",8.3,"3,626,163",0.3,"397,974,670",1.6,"5,148,753"
2011?9?,??,"9,948,443",22.2,"1,307,374,451",8.1,"4,031,303",-1.0,"440,509,667",-0.9,"5,917,140"
2011?10?,??,"11,039,136",19.1,"1,439,316,315",5.7,"4,479,145",-1.8,"482,883,083",-1.0,"6,559,991"
2011?11?,??,"12,194,551",16.4,"1,583,185,201",4.3,"4,882,648",-3.1,"534,731,764",0.5,"7,311,903"
2011?12?,??,"13,339,695",15.2,"1,719,185,823",4.0,"5,223,219",-5.9,"581,569,293",0.4,"8,116,476"
2010?,??,"11,581,353",30.4,"1,652,494,842",29.6,"5,552,607",35.9,"579,115,892",17.9,"6,028,746"
2010?1?,??,"799,712",63.7,"119,078,379",68.4,"371,955",49.5,"44,198,771",48.5,"427,757"
2010?2?,??,"1,449,799",45.0,"221,299,456",47.8,"697,358",56.7,"80,796,057",19.6,"752,441"
2010?3?,??,"2,325,890",47.5,"355,401,589",49.1,"1,142,784",70.8,"125,298,338",16.0,"1,183,106"
2010?4?,??,"3,251,459",43.7,"492,945,756",45.2,"1,579,707",52.7,"179,868,926",23.1,"1,671,752"
2010?5?,??,"4,183,686",38.8,"632,616,897",41.8,"1,985,165",45.9,"234,238,333",20.1,"2,198,521"
2010?6?,??,"5,193,934",36.2,"783,663,335",39.3,"2,522,008",43.9,"287,941,444",12.9,"2,671,926"
2010?7?,??,"6,279,836",36.7,"938,361,889",38.2,"3,192,381",48.4,"349,093,820",19.8,"3,087,455"
2010?8?,??,"7,178,294",37.5,"1,071,513,754",39.6,"3,615,037",42.8,"391,796,862",21.4,"3,563,257"
2010?9?,??,"8,142,800",32.4,"1,209,901,517",35.0,"4,073,898",37.1,"444,308,669",22.9,"4,068,902"
2010?10?,??,"9,266,084",30.5,"1,361,207,518",32.5,"4,563,129",34.0,"487,880,726",19.7,"4,702,955"
2010?11?,??,"10,477,505",30.6,"1,517,408,400",31.3,"5,039,140",34.3,"532,228,437",19.2,"5,438,365"
2010?12?,??,"11,581,353",30.4,"1,652,494,842",29.6,"5,552,607",35.9,"579,115,892",17.9,"6,028,746"
2009?,??,"8,883,164",-5.6,"1,274,705,261",2.8,"4,086,540",-16.2,"491,333,614",4.4,"4,796,624"
2009?1?,??,"488,544",-40.0,"70,697,955",-32.6,"248,774",-49.1,"29,767,432",-31.5,"239,770"
2009?2?,??,"1,000,153",-34.2,"149,702,402",-21.7,"445,033",-51.1,"67,540,551",-13.9,"555,120"
2009?3?,??,"1,577,156",-33.5,"238,425,134",-21.9,"669,249",-49.5,"107,979,995",-8.5,"907,907"
2009?4?,??,"2,262,533",-30.2,"339,434,688",-19.6,"1,034,541",-42.4,"146,119,017",-8.2,"1,227,992"
2009?5?,??,"3,014,280",-27.1,"445,979,451",-17.0,"1,360,715",-40.3,"195,028,978",-2.5,"1,653,565"
2009?6?,??,"3,813,573",-23.9,"562,397,824",-11.7,"1,752,936",-35.4,"255,090,182",10.4,"2,060,637"
2009?7?,??,"4,595,394",-21.4,"679,037,365",-9.5,"2,151,573",-31.5,"291,481,571",3.6,"2,443,821"
2009?8?,??,"5,219,640",-21.1,"767,833,107",-10.1,"2,531,250",-29.1,"322,770,462",-1.6,"2,688,390"
2009?9?,??,"6,149,378",-16.3,"896,094,950",-6.2,"2,972,445",-24.9,"361,584,730",-0.3,"3,176,933"
2009?10?,??,"7,100,489",-11.4,"1,027,384,892",-2.4,"3,405,975",-21.8,"407,662,303",2.5,"3,694,514"
2009?11?,??,"8,021,758",-8.7,"1,155,735,806",-0.1,"3,752,068",-18.9,"446,686,921",4.6,"4,269,690"
2009?12?,??,"8,883,164",-5.6,"1,274,705,261",2.8,"4,086,540",-16.2,"491,333,614",4.4,"4,796,624"
2008?,??,"9,412,071",-7.2,"1,239,962,021",0.1,"4,877,044",-2.2,"470,788,299",2.0,"4,535,027"
2008?1?,??,"814,463",-11.2,"104,872,146",1.9,"488,405",16.6,"43,461,518",22.5,"326,058"
2008?2?,??,"1,519,613",-11.6,"191,130,780",-0.6,"909,645",10.5,"78,400,918",3.2,"609,968"
2008?3?,??,"2,371,899",-12.4,"305,106,727",-0.1,"1,325,460",5.7,"117,985,595",-0.6,"1,046,439"
2008?4?,??,"3,239,510",-8.7,"422,427,293",4.6,"1,795,120",8.2,"159,122,897",-2.3,"1,444,390"
2008?5?,??,"4,135,105",-5.2,"537,505,692",4.6,"2,278,589",10.7,"199,982,526",-2.2,"1,856,516"
2008?6?,??,"5,009,631",-3.0,"636,665,017",3.3,"2,711,605",9.4,"231,090,046",-3.9,"2,298,026"
2008?7?,??,"5,843,438",-0.8,"750,206,472",5.4,"3,142,044",9.2,"281,247,208",1.3,"2,701,394"
2008?8?,??,"6,613,309",-1.2,"853,660,838",4.9,"3,567,788",6.4,"327,904,673",4.3,"3,045,521"
2008?9?,??,"7,350,568",-1.0,"955,386,831",5.1,"3,959,475",8.2,"362,844,619",5.0,"3,391,093"
2008?10?,??,"8,017,908",-3.8,"1,052,123,479",2.4,"4,355,278",6.7,"397,811,797",2.9,"3,662,630"
2008?11?,??,"8,790,092",-5.4,"1,157,426,115",1.5,"4,625,003",1.5,"427,035,627",0.5,"4,165,089"
2008?12?,??,"9,412,071",-7.2,"1,239,962,021",0.1,"4,877,044",-2.2,"470,788,299",2.0,"4,535,027"
2007?,??,"10,143,934",11.0,"1,238,516,329",11.1,"4,984,292",22.2,"461,515,517",21.8,"5,159,642"
2007?1?,??,"917,536",46.7,"102,929,258",33.5,"419,032",42.7,"35,486,052",109.6,"498,504"
2007?2?,??,"1,719,686",34.4,"192,338,062",18.3,"823,024",34.0,"75,980,444",92.2,"896,662"
2007?3?,??,"2,706,441",34.3,"305,394,234",16.9,"1,253,742",34.4,"118,745,566",73.6,"1,452,699"
2007?4?,??,"3,547,661",31.9,"403,768,285",14.6,"1,658,443",33.2,"162,891,235",70.5,"1,889,218"
2007?5?,??,"4,360,698",29.3,"514,017,616",17.7,"2,058,370",31.0,"204,567,014",64.8,"2,302,328"
2007?6?,??,"5,166,350",26.2,"616,460,138",16.1,"2,478,342",31.1,"240,360,232",56.8,"2,688,008"
2007?7?,??,"5,893,358",22.6,"711,669,727",14.7,"2,877,604",30.2,"277,767,374",53.5,"3,015,754"
2007?8?,??,"6,695,038",23.3,"813,999,877",16.8,"3,353,424",29.5,"314,375,086",38.7,"3,341,614"
2007?9?,??,"7,428,458",17.4,"908,771,543",13.1,"3,659,209",23.7,"345,650,721",27.3,"3,769,249"
2007?10?,??,"8,338,783",16.6,"1,027,118,155",13.8,"4,080,522",23.4,"386,453,497",27.4,"4,258,261"
2007?11?,??,"9,292,427",13.8,"1,139,800,553",12.4,"4,557,085",23.5,"424,725,972",25.3,"4,735,342"
2007?12?,??,"10,143,934",11.0,"1,238,516,329",11.1,"4,984,292",22.2,"461,515,517",21.8,"5,159,642"
2006?,??,"9,141,999",27.2,"1,115,047,720",5.7,"4,079,326",10.9,"378,813,374",22.1,"5,062,673"
2006?1?,??,"625,545",21.2,"77,091,019",-6.2,"293,654",16.2,"16,931,386",-29.5,"331,891"
2006?2?,??,"1,279,571",32.8,"162,574,048",5.0,"614,417",36.1,"39,527,588",-16.7,"665,154"
2006?3?,??,"2,015,225",27.0,"261,256,965",3.6,"932,784",30.2,"68,394,500",-7.2,"1,082,441"
2006?4?,??,"2,689,196",21.3,"352,175,487",0.0,"1,245,065",24.1,"95,544,949",-10.0,"1,444,131"
2006?5?,??,"3,371,520",19.3,"436,706,920",-1.8,"1,570,913",23.6,"124,123,816",-4.8,"1,800,607"
2006?6?,??,"4,092,669",18.5,"530,751,956",-1.6,"1,890,291",20.2,"153,256,247",-1.3,"2,202,378"
2006?7?,??,"4,805,438",17.4,"620,309,491",-2.0,"2,209,393",16.3,"180,925,935",-1.3,"2,596,045"
2006?8?,??,"5,429,086",16.1,"697,149,883",-2.4,"2,588,604",13.4,"226,660,070",9.8,"2,840,482"
2006?9?,??,"6,329,141",21.2,"803,466,496",1.2,"2,957,152",11.6,"271,511,368",15.1,"3,371,989"
2006?10?,??,"7,151,042",22.0,"902,733,987",2.2,"3,307,243",10.4,"303,416,822",17.5,"3,843,799"
2006?11?,??,"8,165,106",25.1,"1,014,178,274",4.4,"3,688,715",10.8,"339,086,426",19.4,"4,476,391"
2006?12?,??,"9,141,999",27.2,"1,115,047,720",5.7,"4,079,326",10.9,"378,813,374",22.1,"5,062,673"
2005?,??,"7,188,572",36.0,"1,055,181,727",30.4,"3,679,528",21.1,"310,254,546",6.3,"3,509,044"
2005?1?,??,"516,120",64.9,"82,195,438",53.7,"252,708",24.3,"24,023,532",6.4,"263,412"
2005?2?,??,"963,704",44.0,"154,884,593",40.5,"451,554",-2.1,"47,446,685",12.6,"512,150"
2005?3?,??,"1,587,154",47.9,"252,229,431",42.8,"716,291",-0.5,"73,682,578",2.2,"870,863"
2005?4?,??,"2,217,222",49.2,"352,002,003",47.4,"1,003,110",-1.5,"106,172,432",-4.6,"1,214,112"
2005?5?,??,"2,826,344",50.9,"444,913,953",47.7,"1,270,804",0.3,"130,331,157",-0.2,"1,555,540"
2005?6?,??,"3,453,106",51.6,"539,346,918",49.5,"1,572,347",2.6,"155,349,198",1.6,"1,880,759"
2005?7?,??,"4,092,045",51.4,"632,909,985",47.3,"1,899,442",6.4,"183,340,587",5.7,"2,192,603"
2005?8?,??,"4,676,494",50.1,"714,530,412",45.7,"2,282,700",12.6,"206,420,114",7.4,"2,393,794"
